plant_id,species,pot_size,light_condition,location_type,watering_per_week,days_since_repot,fertilizer_ml,humidity_pct,temperature_c,prev_height_cm,height_cm,is_blooming
2326,필로덴드론,Small,High,베란다,3,224.0,17.0,49.1,23.6,12.7,129.1,Y
2327,산세베리아,Small,High,실내,1,54.0,18.3,68.0,23.1,28.2,32.1,N
2328,몬스테라,Medium,Low,실내,4,23.0,4.3,51.8,20.7,49.2,50.0,N
2329,고무나무,Small,High,베란다,3,73.0,17.1,60.9,18.4,38.1,42.1,N
2330,몬스테라,Medium,Low,실내,3,83.0,6.3,41.9,23.1,80.4,82.4,N
2331,스투키,Small,Medium,베란다,3,78.0,43.4,77.1,21.1,57.0,63.0,N
2332,몬스테라,Large,High,실내,2,198.0,5.3,58.1,26.8,64.3,69.5,N
2333,고무나무,Large,High,실내,1,100.0,33.4,38.8,24.7,50.3,57.1,N
2334,고무나무,Medium,High,베란다,4,263.0,16.8,67.1,23.0,48.4,53.8,Y
2335,몬스테라,Medium,Medium,실내,1,87.0,42.9,58.0,19.7,42.3,44.5,N
2336,스투키,Small,Low,베란다,1,31.0,18.6,64.5,17.9,27.8,31.5,N
2337,스킨답서스,Small,Low,실내,4,17.0,34.6,92.8,22.0,43.3,46.8,N
2338,스투키,Small,Medium,실내,3,243.0,33.0,68.7,22.4,10.9,20.9,N
2339,몬스테라,Medium,High,실내,2,7.0,16.3,68.1,16.8,18.4,20.0,N
2340,스킨답서스,Medium,Low,실내,3,15.0,28.5,50.7,23.4,26.8,31.0,N
2341,산세베리아,Large,Medium,베란다,1,8.0,35.6,56.3,22.1,29.8,32.8,N
2342,몬스테라,Medium,Medium,실내,3,66.0,43.0,50.7,14.0,5.0,10.0,N
2343,몬스테라,Medium,Medium,베란다,1,91.0,3.2,39.3,19.4,57.1,59.0,N
2344,스투키,Medium,Medium,실내,4,2.0,6.2,49.9,19.6,41.4,49.6,N
2345,필로덴드론,Medium,Medium,실내,6,87.0,37.4,68.6,18.3,33.1,38.4,N
2346,고무나무,Small,High,실내,3,60.0,16.0,59.6,23.2,52.1,55.5,Y
2347,고무나무,Medium,Low,실내,0,178.0,24.9,41.0,27.4,5.0,8.2,N
2348,스투키,Medium,High,실내,3,213.0,3.8,53.7,23.4,65.6,75.0,N
2349,스킨답서스,Medium,Low,실내,0,139.0,85.4,45.6,23.9,27.7,30.0,N
2350,몬스테라,Large,Low,실내,3,77.0,9.9,60.6,19.7,95.5,100.6,N
2351,고무나무,Small,Medium,베란다,2,29.0,29.2,46.8,23.5,92.2,99.0,N
2352,필로덴드론,Small,High,베란다,5,225.0,11.9,48.3,21.4,58.4,67.5,N
2353,고무나무,Medium,Medium,실내,1,50.0,52.2,39.6,22.0,57.7,63.5,N
2354,산세베리아,Medium,Medium,실내,1,53.0,43.3,75.0,20.2,38.3,42.5,N
2355,고무나무,Small,Medium,실내,3,297.0,47.1,54.4,17.3,144.2,152.8,Y
2356,몬스테라,Medium,Low,실내,2,446.0,33.5,53.6,24.8,50.1,54.6,N
2357,필로덴드론,Large,High,실내,2,274.0,40.0,59.0,22.5,26.0,32.1,N
2358,몬스테라,Large,,실내,1,761.0,15.5,59.9,21.3,60.4,61.9,N
2359,스킨답서스,Small,Low,베란다,2,244.0,55.6,46.8,27.5,37.4,39.7,N
2360,몬스테라,Large,Medium,실내,2,146.0,21.2,57.8,19.0,55.3,57.8,N
2361,몬스테라,Medium,High,실내,3,42.0,10.3,56.1,23.9,9.0,15.3,N
2362,스킨답서스,Medium,Medium,실내,2,367.0,21.2,67.3,28.2,9.7,15.3,N
2363,스투키,Medium,Medium,베란다,1,251.0,18.0,64.0,23.3,15.1,19.6,N
2364,스킨답서스,Large,Low,실내,1,33.0,22.6,54.9,18.5,50.6,53.9,N
2365,스킨답서스,Medium,Medium,베란다,3,81.0,10.1,55.3,24.9,11.3,16.6,Y
2366,몬스테라,Medium,Low,베란다,2,9.0,41.7,52.5,20.4,89.3,92.7,N
2367,몬스테라,Medium,High,베란다,0,368.0,12.4,56.3,20.2,30.3,33.6,Y
2368,스킨답서스,Medium,Medium,베란다,1,102.0,28.4,54.6,19.3,31.8,38.5,N
2369,스투키,Small,Medium,실내,3,34.0,32.7,56.9,26.9,38.8,43.9,N
2370,고무나무,Large,High,실내,1,42.0,31.7,37.4,20.8,78.8,84.1,Y
2371,고무나무,Medium,Low,실내,2,473.0,33.6,47.3,19.2,71.5,70.3,N
2372,산세베리아,Medium,Medium,실내,1,115.0,9.9,72.2,25.7,12.7,14.9,N
2373,고무나무,Small,Medium,실내,3,66.0,37.3,47.1,17.2,,40.0,N
2374,스킨답서스,Medium,Medium,실내,2,83.0,8.1,53.3,22.2,54.8,61.2,N
2375,고무나무,Small,High,실내,1,12.0,5.5,57.5,20.0,42.6,43.9,N
2376,스투키,Small,High,베란다,2,9.0,24.1,52.9,23.8,69.1,75.1,N
2377,스투키,Medium,Low,실내,1,108.0,16.7,48.2,20.7,59.7,61.6,N
2378,산세베리아,Medium,High,실내,2,86.0,35.6,66.0,17.8,39.4,47.7,N
2379,스킨답서스,Medium,Medium,베란다,2,53.0,55.1,42.6,22.4,9.8,15.2,N
2380,산세베리아,Small,High,실내,4,100.0,37.2,30.3,20.6,28.1,38.5,N
2381,산세베리아,Medium,Medium,베란다,1,9.0,10.7,70.5,24.5,47.5,51.3,N
2382,산세베리아,Small,Medium,베란다,2,346.0,11.9,39.5,22.2,11.5,14.2,N
2383,필로덴드론,Large,Medium,실내,4,42.0,11.3,63.7,28.4,48.9,52.4,N
2384,스킨답서스,Medium,Medium,실내,2,9.0,38.4,50.3,20.3,11.9,21.6,N
2385,,Medium,Medium,실내,2,22.0,22.1,73.0,25.5,48.5,52.1,N
2386,스킨답서스,Small,Low,베란다,2,12.0,30.1,52.0,20.9,60.7,60.4,N
2387,스투키,Small,High,실내,2,24.0,8.5,48.5,21.6,27.1,31.4,N
2388,고무나무,Large,Medium,실내,1,65.0,30.0,65.7,24.3,84.1,87.1,N
2389,고무나무,Small,High,베란다,0,161.0,16.8,69.9,19.2,51.7,53.1,N
2390,고무나무,Medium,Medium,실내,1,38.0,67.2,74.4,25.6,39.2,45.3,N
2391,스투키,Medium,Medium,베란다,2,69.0,8.4,24.9,24.1,67.4,71.8,N
2392,몬스테라,Small,High,베란다,1,317.0,6.8,31.2,24.4,30.0,30.0,N
2393,스킨답서스,Large,Medium,베란다,1,42.0,19.7,41.9,24.8,18.5,22.5,N
2394,몬스테라,Medium,High,베란다,0,190.0,18.5,41.6,23.7,61.7,67.0,N
2395,산세베리아,Small,High,실내,1,21.0,53.4,49.1,24.0,40.6,45.8,Y
2396,스투키,Small,Medium,베란다,2,24.0,15.5,55.6,25.9,42.2,43.9,N
2397,몬스테라,Small,Medium,실내,3,73.0,82.8,57.3,22.0,32.0,38.5,N
2398,몬스테라,Large,Low,실내,1,32.0,21.5,61.6,21.5,17.4,18.7,N
2399,,Medium,Medium,실내,4,280.0,11.4,46.6,23.5,116.7,122.3,N
2400,고무나무,Small,Low,베란다,1,6.0,16.5,53.9,22.3,71.2,71.0,N
2401,스투키,Small,High,베란다,3,109.0,36.0,54.2,24.8,11.3,18.5,Y
2402,몬스테라,Medium,Medium,베란다,1,111.0,32.4,55.2,27.6,74.2,78.1,N
2403,스킨답서스,Medium,Medium,실내,2,8.0,62.7,48.9,19.2,59.4,66.4,N
2404,스투키,Medium,Medium,베란다,1,158.0,6.3,57.6,22.3,66.7,66.8,N
2405,고무나무,Medium,High,베란다,3,76.0,16.8,42.6,18.8,83.8,88.9,N
2406,고무나무,Small,Low,실내,1,154.0,109.7,75.6,21.4,50.8,54.2,N
2407,스투키,Medium,Low,실내,3,210.0,13.0,44.5,21.6,29.4,35.4,N
2408,몬스테라,Large,Low,실내,0,47.0,48.7,59.7,20.8,53.2,57.8,N
2409,필로덴드론,Small,High,실내,0,80.0,2.0,51.1,24.7,17.6,20.0,N
2410,스킨답서스,Medium,High,실내,4,36.0,12.7,49.1,23.1,48.8,53.2,N
2411,고무나무,Medium,Medium,실내,1,27.0,32.1,36.9,20.2,96.6,102.5,N
2412,몬스테라,Medium,High,실내,2,0.0,32.8,48.5,24.7,74.0,82.9,Y
2413,스킨답서스,Small,Low,실내,5,398.0,29.0,52.1,21.7,13.2,17.3,N
2414,몬스테라,Large,High,실내,0,70.0,31.5,48.1,20.4,40.8,44.3,N
2415,,Medium,Low,실내,5,2.0,48.0,63.1,18.9,43.4,46.8,N
2416,필로덴드론,Medium,Low,베란다,0,1.0,22.1,75.1,17.6,30.8,33.8,N
2417,스투키,Small,Low,실내,6,41.0,61.2,54.2,20.6,85.0,91.9,N
2418,몬스테라,Small,Medium,실내,2,2.0,24.2,61.1,22.2,38.6,41.0,N
2419,몬스테라,Small,High,실내,2,56.0,22.3,69.9,24.8,56.3,60.5,N
2420,스투키,Medium,Medium,실내,1,8.0,4.3,42.2,15.9,42.3,42.9,N
2421,몬스테라,Small,High,베란다,0,5.0,53.7,76.3,27.6,58.8,68.2,Y
2422,몬스테라,Medium,Medium,실내,4,133.0,5.8,39.2,19.7,33.9,39.7,N
2423,산세베리아,Medium,Low,실내,2,285.0,44.6,55.0,20.8,38.2,43.7,N
2424,스킨답서스,Medium,Medium,베란다,4,63.0,36.7,63.1,21.0,49.1,56.1,N
2425,스투키,Medium,Medium,실내,4,218.0,59.9,73.5,20.1,51.4,60.2,Y
2426,필로덴드론,Medium,High,실내,0,4.0,4.1,54.9,21.1,5.8,7.8,N
2427,몬스테라,Small,Medium,실내,1,180.0,69.5,56.2,21.3,31.0,39.9,Y
2428,필로덴드론,Small,Medium,실내,2,8.0,16.4,74.6,21.5,33.3,38.1,N
2429,스투키,Medium,Medium,베란다,2,219.0,13.6,37.0,26.8,46.4,50.3,N
2430,산세베리아,Medium,Medium,실내,2,257.0,8.6,42.9,19.8,36.9,37.0,N
2431,고무나무,Small,High,베란다,4,185.0,20.1,40.3,27.5,44.1,53.0,N
2432,산세베리아,Medium,Low,베란다,1,206.0,28.3,42.0,23.6,50.8,54.1,N
2433,필로덴드론,Small,High,실내,1,99.0,33.4,43.9,17.3,19.8,27.9,N
2434,스투키,Small,Medium,실내,5,37.0,15.0,69.8,19.5,41.0,46.9,N
2435,필로덴드론,Small,Medium,실내,4,124.0,13.2,73.2,19.1,55.5,59.7,N
2436,스투키,Large,High,실내,2,69.0,73.2,59.6,21.9,56.9,69.7,N
2437,스투키,Small,Medium,실내,2,1.0,28.9,66.8,26.0,48.0,50.0,N
2438,스투키,Small,Medium,실내,2,78.0,34.1,64.8,24.4,45.9,49.4,N
2439,스킨답서스,Small,Low,실내,1,126.0,44.4,55.0,18.9,12.1,18.0,Y
2440,몬스테라,Small,Low,베란다,4,2.0,31.4,66.1,25.6,72.7,78.4,N
2441,스킨답서스,Medium,High,실내,2,117.0,14.4,64.1,18.9,41.2,46.1,N
2442,스킨답서스,Small,Medium,실내,2,127.0,8.6,62.8,19.3,56.7,60.1,N
2443,산세베리아,Small,High,베란다,3,21.0,38.0,56.1,25.1,35.2,42.9,N
2444,산세베리아,Medium,Low,실내,0,68.0,35.1,57.2,25.1,38.0,41.8,N
2445,스킨답서스,Small,Low,실내,1,400.0,32.7,53.0,24.4,38.4,42.6,N
2446,스투키,Medium,Low,실내,3,259.0,24.6,33.9,22.1,29.6,34.1,N
2447,스투키,Medium,Medium,실내,1,63.0,23.6,54.2,21.8,42.8,48.2,N
2448,몬스테라,Small,High,실내,0,52.0,9.3,55.6,18.5,58.3,62.5,N
2449,몬스테라,Medium,Medium,실내,1,16.0,3.5,44.3,22.0,56.9,55.0,N
2450,스투키,Small,Medium,실내,4,4.0,46.4,49.2,20.0,27.4,35.6,N
2451,스투키,Medium,High,베란다,2,42.0,65.7,63.4,21.5,51.1,59.3,N
2452,필로덴드론,Medium,High,실내,0,338.0,36.0,65.5,28.9,71.5,80.7,N
2453,스킨답서스,Small,Low,실내,4,382.0,7.7,35.1,23.0,43.0,43.4,N
2454,스투키,Medium,High,실내,5,201.0,24.1,46.6,18.7,50.1,57.0,N
2455,스킨답서스,Large,Medium,실내,1,52.0,11.9,64.6,25.7,37.2,40.8,N
2456,몬스테라,Large,Low,실내,3,19.0,18.5,39.8,26.0,5.0,5.8,N
2457,스킨답서스,Medium,Low,베란다,2,109.0,9.4,53.4,26.3,60.5,68.0,N
2458,고무나무,Medium,Medium,실내,2,125.0,26.3,40.1,20.6,95.7,101.7,N
2459,스킨답서스,Small,Medium,실내,1,66.0,42.9,44.3,21.7,38.1,41.9,N
2460,스킨답서스,Small,Medium,실내,3,141.0,32.3,59.2,18.2,26.0,32.8,N
2461,필로덴드론,Medium,Low,실내,1,165.0,16.9,62.5,26.7,5.0,7.6,N
2462,산세베리아,Medium,High,실내,2,183.0,28.1,67.6,22.4,20.4,25.6,N
2463,고무나무,Large,High,실내,3,84.0,5.1,88.6,17.9,46.5,50.0,N
2464,스킨답서스,Medium,High,실내,3,188.0,41.7,52.7,27.0,35.5,41.7,N
2465,고무나무,Medium,Medium,실내,0,3.0,36.7,53.3,20.0,109.0,111.9,N
2466,,Medium,Low,실내,2,137.0,31.8,70.4,20.8,56.5,61.6,Y
2467,스투키,Large,Low,실내,2,32.0,54.5,68.5,18.9,47.6,52.6,N
2468,몬스테라,Medium,Low,실내,2,38.0,30.9,61.5,18.4,59.3,66.8,N
2469,스킨답서스,Medium,Medium,베란다,2,11.0,18.1,50.4,23.2,8.7,11.5,N
2470,스킨답서스,Small,Medium,실내,0,26.0,17.4,63.9,19.9,5.0,5.5,N
2471,스투키,Large,High,베란다,0,580.0,18.8,47.9,17.4,63.6,67.1,N
2472,필로덴드론,Small,Medium,실내,1,64.0,31.8,47.1,25.0,12.6,17.9,N
2473,필로덴드론,Large,Medium,실내,4,315.0,11.2,58.3,23.5,51.5,58.2,N
2474,고무나무,Medium,Medium,실내,4,21.0,13.1,79.8,27.4,99.3,105.9,Y
2475,스킨답서스,Medium,Medium,실내,3,27.0,8.6,51.6,20.9,23.4,28.6,N
2476,산세베리아,Medium,Medium,실내,3,98.0,10.8,55.7,22.1,36.5,40.3,N
2477,,Medium,Low,실내,1,52.0,21.7,36.1,22.6,42.0,43.5,N
2478,산세베리아,Small,Medium,베란다,4,124.0,71.9,44.1,22.4,31.9,43.8,N
2479,몬스테라,Large,Medium,실내,2,66.0,8.2,59.4,22.8,64.1,65.7,N
2480,,Medium,Low,실내,3,200.0,52.1,60.7,21.0,31.7,36.4,N
2481,스투키,Small,High,실내,0,68.0,13.9,78.3,16.6,57.0,62.8,N
2482,산세베리아,Small,High,베란다,0,102.0,48.5,42.4,22.9,15.8,19.5,N
2483,필로덴드론,Medium,Low,베란다,3,,18.6,56.7,23.7,,22.3,N
2484,몬스테라,Medium,Low,실내,2,146.0,29.9,49.6,21.0,32.7,36.3,N
2485,스킨답서스,Medium,High,베란다,2,128.0,30.6,58.4,29.5,70.5,78.0,N
2486,필로덴드론,Medium,Low,실내,5,61.0,20.6,48.6,20.6,33.4,37.0,N
2487,스킨답서스,Medium,Medium,실내,3,39.0,20.1,34.2,20.1,60.4,66.7,N
2488,산세베리아,Large,Low,실내,3,114.0,63.9,62.7,23.3,55.8,57.1,N
2489,스킨답서스,Medium,Low,베란다,3,344.0,25.8,46.1,22.7,7.1,9.2,N
2490,스투키,Large,High,베란다,5,,18.5,52.2,17.3,76.3,87.6,N
2491,스투키,Small,High,베란다,3,193.0,91.1,55.8,24.4,59.8,67.7,N
2492,몬스테라,Medium,Low,실내,2,94.0,96.2,54.7,20.6,58.6,67.8,Y
2493,산세베리아,Small,Medium,베란다,4,89.0,124.1,20.0,25.7,23.5,34.6,N
2494,스투키,Medium,Low,실내,1,391.0,6.5,35.9,23.2,47.3,52.4,N
2495,스킨답서스,Large,Low,실내,2,112.0,2.1,51.7,21.3,19.0,23.5,N
2496,스킨답서스,Small,High,실내,2,213.0,29.8,82.6,25.8,27.5,34.6,Y
2497,스킨답서스,Small,Medium,실내,4,87.0,66.5,43.8,20.4,36.2,45.2,N
2498,산세베리아,Large,Medium,실내,2,34.0,24.1,50.5,18.0,31.5,40.1,N
2499,필로덴드론,Small,High,실내,2,142.0,59.4,71.1,17.9,62.1,68.5,Y
2500,스킨답서스,Medium,High,베란다,0,308.0,62.4,63.5,22.7,19.4,25.8,N
2501,산세베리아,Medium,High,실내,0,221.0,13.8,60.1,27.5,17.2,19.5,N
2502,산세베리아,Large,Low,실내,3,27.0,21.0,56.5,21.6,17.6,19.2,N
2503,스킨답서스,Small,Low,베란다,5,46.0,4.2,32.2,24.3,27.7,33.7,N
2504,필로덴드론,Small,Medium,실내,1,87.0,8.8,36.0,22.9,62.6,66.6,N
2505,몬스테라,Medium,Medium,실내,3,102.0,11.1,44.0,20.8,11.9,17.6,N
2506,몬스테라,Large,High,실내,2,26.0,6.4,50.2,17.0,72.6,78.4,N
2507,산세베리아,Medium,Medium,실내,1,31.0,29.1,69.5,22.5,17.8,23.6,N
2508,스킨답서스,Small,High,실내,2,171.0,6.2,55.4,24.4,60.5,65.2,Y
2509,산세베리아,Medium,Low,실내,2,157.0,50.8,47.4,23.4,53.6,59.4,N
2510,산세베리아,Large,High,베란다,1,219.0,66.5,51.6,21.0,15.7,23.5,N
2511,몬스테라,Large,Medium,실내,1,324.0,59.9,71.5,20.4,30.7,36.5,N
2512,산세베리아,Large,High,실내,2,44.0,38.7,56.5,20.1,28.1,34.5,N
2513,스킨답서스,Small,Low,실내,3,236.0,0.6,63.0,20.0,20.0,22.3,N
2514,스킨답서스,Small,Medium,실내,2,132.0,45.7,49.2,22.1,,57.7,N
2515,고무나무,Medium,High,실내,1,380.0,49.0,31.9,21.5,47.4,54.1,N
2516,필로덴드론,Large,Medium,베란다,4,38.0,10.7,62.8,23.5,11.4,15.5,N
2517,몬스테라,Small,Medium,베란다,1,38.0,40.9,58.9,19.1,60.9,65.3,N
2518,스킨답서스,Small,High,실내,5,146.0,32.2,66.6,21.9,55.2,64.4,Y
2519,고무나무,Medium,Medium,베란다,2,316.0,18.4,56.0,21.9,128.3,132.5,N
2520,고무나무,Small,Medium,실내,0,209.0,32.2,84.0,20.5,64.4,64.2,N
2521,고무나무,Medium,Low,실내,1,156.0,59.1,43.7,22.9,111.7,116.6,N
2522,몬스테라,Medium,High,실내,2,59.0,14.1,42.0,19.3,81.1,86.3,Y
2523,스투키,Medium,Medium,실내,3,152.0,13.9,52.8,25.6,40.5,46.2,N
2524,스투키,Medium,Medium,베란다,2,194.0,31.7,51.5,23.3,23.8,30.0,N
2525,산세베리아,Medium,Low,실내,0,168.0,18.2,52.7,23.6,30.2,29.7,N
2526,스투키,Medium,Medium,실내,0,136.0,8.9,53.8,21.8,65.6,69.2,N
2527,몬스테라,Medium,Low,베란다,2,6.0,49.7,51.1,21.0,74.7,76.2,N
2528,필로덴드론,Medium,Low,베란다,1,129.0,32.9,48.5,19.8,69.7,73.0,N
2529,몬스테라,Medium,Medium,베란다,2,78.0,2.9,43.1,19.5,60.8,60.9,N
2530,필로덴드론,Small,Low,실내,3,391.0,43.1,61.7,17.4,47.0,46.4,N
2531,고무나무,Small,Low,실내,2,112.0,40.0,69.3,22.3,26.4,31.5,N
2532,산세베리아,Small,Medium,실내,0,112.0,29.6,94.5,24.1,26.1,30.6,N
2533,스투키,Small,Low,실내,2,615.0,20.2,59.4,18.3,53.6,55.9,N
2534,몬스테라,Medium,Medium,베란다,3,12.0,18.8,68.5,26.0,70.5,75.7,N
2535,고무나무,Large,Low,베란다,2,39.0,38.8,57.6,17.3,81.2,81.2,N
2536,산세베리아,Medium,Medium,베란다,2,128.0,7.0,63.5,24.6,24.6,28.4,N
2537,고무나무,Medium,Medium,실내,1,45.0,34.1,54.1,19.5,72.1,76.7,N
2538,몬스테라,Medium,High,베란다,5,51.0,39.7,51.5,25.2,87.4,96.8,Y
2539,산세베리아,Medium,Medium,베란다,1,268.0,48.4,52.2,24.3,29.8,34.5,N
2540,산세베리아,Medium,Low,실내,3,104.0,13.6,77.8,29.9,20.1,21.0,N
2541,고무나무,Small,Low,실내,1,13.0,16.1,76.4,20.1,48.4,47.4,N
2542,,Small,Medium,베란다,4,45.0,38.0,44.9,15.3,46.2,53.5,N
2543,산세베리아,Medium,High,실내,2,9.0,13.3,61.0,16.3,53.7,56.6,N
2544,고무나무,Large,,베란다,2,97.0,7.1,51.9,21.4,88.9,92.0,N
2545,몬스테라,Small,Medium,실내,3,23.0,21.5,76.5,22.5,53.0,59.0,N
2546,스킨답서스,Small,Low,베란다,1,233.0,78.5,40.8,19.8,88.0,93.9,N
2547,몬스테라,Medium,Medium,베란다,3,103.0,26.3,68.7,23.1,74.3,80.5,N
2548,스킨답서스,Small,Medium,실내,0,7.0,3.8,56.2,24.7,26.3,34.4,N
2549,스킨답서스,Large,Medium,베란다,2,43.0,29.1,32.7,23.8,17.6,21.9,N
2550,몬스테라,Medium,High,실내,0,115.0,20.3,78.1,21.9,20.5,25.0,N
2551,스투키,Large,Medium,실내,1,49.0,9.6,34.2,19.5,38.2,40.0,N
2552,몬스테라,Medium,Low,실내,0,86.0,16.2,42.8,24.5,32.0,35.6,N
2553,,Medium,Medium,실내,1,288.0,66.4,40.1,26.1,50.0,56.2,N
2554,필로덴드론,Medium,Medium,베란다,1,52.0,10.3,70.6,20.2,53.0,52.6,N
2555,몬스테라,Medium,Medium,베란다,2,49.0,71.9,47.7,18.5,87.7,93.0,N
2556,필로덴드론,Medium,Medium,실내,2,206.0,24.9,41.0,25.5,22.9,27.2,N
2557,스킨답서스,Small,Medium,실내,3,46.0,18.6,62.4,23.0,5.6,8.2,N
2558,스투키,Medium,Medium,실내,1,10.0,19.6,41.7,22.9,49.6,54.3,N
2559,몬스테라,Medium,High,실내,2,24.0,20.6,60.6,27.2,43.8,46.8,N
2560,스킨답서스,Large,Medium,베란다,1,357.0,69.8,59.4,16.6,53.2,58.9,N
2561,산세베리아,Medium,High,실내,2,325.0,2.7,58.0,21.4,11.9,15.9,N
2562,고무나무,Medium,Low,실내,2,31.0,18.5,31.6,23.1,99.2,103.7,N
2563,몬스테라,Small,Medium,실내,4,97.0,20.4,69.0,28.0,36.9,42.5,N
2564,·정보없음,Medium,High,실내,2,18.0,39.3,72.6,21.9,42.9,51.6,N
2565,스킨답서스,Medium,Medium,베란다,2,135.0,23.9,66.4,20.5,48.6,54.0,N
2566,스투키,Large,High,실내,1,25.0,25.7,64.1,22.7,47.0,49.8,N
2567,스투키,Large,High,실내,2,6.0,74.4,52.9,24.2,43.6,57.3,N
2568,스투키,Small,Low,베란다,1,209.0,26.2,75.7,25.6,58.9,63.3,N
2569,산세베리아,Large,Medium,베란다,1,47.0,17.5,38.4,26.4,11.1,12.6,N
2570,필로덴드론,Small,Low,베란다,3,14.0,25.5,27.8,16.3,21.0,22.1,N
2571,스킨답서스,Medium,High,베란다,2,215.0,26.9,70.0,19.7,37.9,46.5,N
2572,필로덴드론,Medium,High,베란다,2,172.0,7.0,34.0,24.6,5.0,11.7,N
2573,스투키,Small,Low,실내,2,138.0,52.8,68.2,22.8,21.8,102.8,N
2574,스킨답서스,Medium,Low,실내,0,291.0,33.6,38.0,23.3,46.5,46.6,N
2575,스투키,Small,Medium,실내,2,81.0,11.1,62.7,20.1,57.8,60.5,N
2576,고무나무,Small,Medium,베란다,2,16.0,32.7,46.1,22.7,76.2,83.8,N
2577,필로덴드론,Medium,Low,실내,2,8.0,5.7,59.7,21.3,12.5,15.8,N
2578,고무나무,Medium,Medium,실내,2,46.0,35.8,71.9,23.4,71.9,75.6,N
2579,스투키,Large,Medium,실내,3,11.0,41.2,44.9,23.5,64.8,73.8,N
2580,,Medium,Low,베란다,3,92.0,87.7,74.9,23.0,68.0,77.1,N
2581,몬스테라,Medium,High,실내,1,2.0,11.1,55.2,22.8,32.2,35.4,N
2582,산세베리아,Medium,High,실내,1,70.0,26.0,56.4,21.5,16.2,20.0,Y
2583,스킨답서스,Small,High,실내,3,24.0,22.7,69.2,26.8,41.7,51.7,N
2584,스킨답서스,Small,High,베란다,3,55.0,14.9,70.8,25.4,31.8,41.6,N
2585,스킨답서스,Medium,Low,실내,2,135.0,11.6,54.2,22.2,33.3,38.9,N
2586,고무나무,Medium,Medium,실내,3,52.0,21.9,36.6,24.6,75.8,81.9,N
2587,몬스테라,Medium,Low,실내,3,50.0,27.2,55.6,28.1,45.7,48.0,N
2588,고무나무,Medium,High,실내,4,562.0,16.4,36.9,19.3,84.1,93.6,Y
2589,스투키,Medium,High,실내,3,152.0,32.4,53.9,19.9,28.3,35.3,N
2590,고무나무,Small,High,실내,1,87.0,24.4,50.8,22.3,82.6,86.9,N
2591,,Small,High,실내,3,104.0,10.6,37.7,22.9,,48.1,N
2592,산세베리아,Large,Medium,베란다,1,116.0,44.6,44.4,20.4,28.7,33.6,N
2593,스킨답서스,Medium,Medium,실내,2,3.0,42.2,70.3,24.1,38.1,42.7,N
2594,스킨답서스,Large,Medium,실내,1,10.0,21.9,51.1,21.8,89.0,90.6,N
2595,몬스테라,Small,Low,베란다,4,126.0,1.9,49.5,25.3,23.8,26.4,N
2596,산세베리아,Large,Low,베란다,2,54.0,5.6,61.5,20.0,63.8,64.7,N
2597,스투키,Small,Medium,실내,3,7.0,54.4,74.7,19.4,15.6,19.9,N
2598,스킨답서스,Small,Medium,실내,2,42.0,75.9,48.0,21.4,58.2,65.8,N
2599,스투키,Large,Medium,베란다,1,17.0,50.7,69.0,21.5,52.0,57.6,N
2600,몬스테라,Small,Medium,베란다,2,298.0,13.0,55.0,19.3,35.8,41.4,N
2601,고무나무,Medium,Medium,실내,3,27.0,42.8,78.2,22.3,78.3,85.0,Y
2602,몬스테라,Small,Medium,실내,3,19.0,39.6,67.8,20.0,52.0,58.2,N
2603,고무나무,Medium,Medium,실내,2,118.0,40.1,50.6,27.7,46.8,53.8,N
2604,스투키,Large,Medium,실내,1,89.0,23.4,58.3,21.8,59.5,63.7,N
2605,몬스테라,Small,High,실내,1,103.0,26.6,45.4,23.1,89.3,95.2,N
2606,스킨답서스,Medium,Medium,실내,6,69.0,6.1,57.0,18.3,16.7,24.8,N
2607,몬스테라,Small,Medium,실내,3,76.0,105.9,45.1,23.7,48.9,57.4,N
2608,스투키,Medium,High,실내,1,181.0,5.6,46.7,19.6,31.8,37.6,N
2609,고무나무,Small,High,실내,1,30.0,16.3,69.0,24.7,90.4,95.1,N
2610,몬스테라,Small,High,실내,0,61.0,94.8,57.7,17.4,6.9,15.4,N
2611,산세베리아,Small,Medium,실내,2,380.0,19.6,59.4,21.9,35.3,41.7,N
2612,몬스테라,Small,Low,실내,0,25.0,21.8,49.0,25.1,75.2,76.0,N
2613,스투키,Large,Medium,베란다,2,42.0,24.5,51.3,22.5,24.0,27.9,N
2614,고무나무,Medium,Medium,실내,0,26.0,27.4,50.7,21.6,77.3,81.6,N
2615,스투키,Small,High,베란다,2,2.0,9.5,47.9,26.0,16.8,22.5,Y
2616,몬스테라,Medium,Medium,실내,2,38.0,38.5,47.5,19.5,70.1,82.2,N
2617,스투키,Small,Low,실내,1,6.0,37.1,44.6,18.5,61.2,66.0,N
2618,스투키,Medium,Low,실내,3,20.0,22.5,38.4,18.9,43.4,41.9,N
2619,산세베리아,Large,Low,베란다,3,54.0,34.7,54.1,19.0,47.8,52.0,N
2620,스투키,Medium,Medium,실내,1,3.0,12.1,43.6,23.2,64.6,64.3,N
2621,산세베리아,Large,High,실내,3,168.0,66.5,74.9,21.1,48.0,57.2,N
2622,산세베리아,Medium,High,실내,2,191.0,126.7,38.9,25.0,23.0,36.3,N
2623,스킨답서스,Small,High,베란다,3,64.0,17.0,50.2,23.4,47.9,53.8,Y
2624,필로덴드론,Medium,Low,베란다,2,501.0,25.8,63.8,23.1,,45.9,N
